,Street,Address,Suburb,State,Postcode,Type,Date,Method,Price,Bedrooms,Bathrooms,Cars,Area,Agent,Latitude,Longitude,Distance
1187,284 Eltham Yarra Glen Road ,KANGAROO GROUND VIC 3097,KANGAROO GROUND,VIC,3097,House,9-Oct-21,auction,2200000,2,1,0,0,Fletchers Warrandyte,-37.6880066,145.2163124,26.32030248
1322,2 Wonderland Avenue ,TUERONG VIC 3915,TUERONG,VIC,3915,House,16-Jun-18,auction,2180000,4,2,2,0,McEwing Partners,-38.3101671,145.1395252,57.28578402
2619,85 Richardson Street ,ALBERT PARK VIC 3206,ALBERT PARK,VIC,3206,House,4-Jul-19,Another Method,2380000,3,2,0,0,RT Edgar Albert Park,-37.84490955,144.9538395,3.510706036
4110,115 Wildwood Road ,BULLA VIC 3428,BULLA,VIC,3428,House,6-Oct-18,private treaty,2000000,4,5,3,0,Rendina Real Estate,-37.6407889,144.8160893,23.22775616
5339,3/1 Kalimna Street ,PRESTON WEST VIC 3072,PRESTON WEST,VIC,3072,Townhouse,26-May-22,private treaty,720500,2,1,1,0,Woodards Preston,-37.7380031,144.9956069,8.944395845
7179,51/124-136 Mason Street ,NEWPORT VIC 3015,NEWPORT,VIC,3015,Townhouse,1-Jul-21,Another Method,953000,3,2,2,0,buymyplace,-37.8423064,144.8835622,7.659337551
10730,UNIT 907/20 SHAMROCK STREET ,ABBOTSFORD VIC 3067,ABBOTSFORD,VIC,3067,Apartment ,17-Mar-22,Another Method,545000,2,2,1,0,Property Now,-37.8045508,144.9988542,3.315828467
13286,266/488 Swanston Street ,MELBOURNE VIC 3000,MELBOURNE,VIC,3000,Apartment ,3-Jul-09,Another Method,110000,1,1,0,0,Property X,-37.8142176,144.9631608,0.0
13488,3 Dove Lane ,KORIELLA VIC 3714,KORIELLA,VIC,3714,House,11-Nov-16,private treaty,40000,3,1,2,0,UNKNOWN,-37.1795427,145.675047,94.49966006
14026,Unit 5708/570 Lygon Street ,CARLTON VIC 3053,CARLTON,VIC,3053,Apartment ,19-Apr-22,Another Method,235000,1,1,0,0,buymyplace,-37.8004228,144.9684343,1.602852289
14355,117/131 Pelham Street ,CARLTON SOUTH VIC 3053,CARLTON SOUTH,VIC,3053,Studio,19-Oct-18,private treaty,157500,0,1,0,0,Minus The Agent,-37.80251538,144.9637862,1.302795748
14384,748 Top Rd ,TERIP TERIP VIC 3719,TERIP TERIP,VIC,3719,House,4-Sep-17,private treaty,185000,3,1,2,0,UNKNOWN,-36.9891788,145.5540024,105.5792639
16153,143/29 Queens Road ,MELBOURNE (3004) VIC 3004,MELBOURNE (3004),VIC,3004,Apartment ,6-Aug-15,private treaty,1495000,3,2,2,0,RT Edgar Albert Park,-37.8383341,144.9739141,2.843982545
16181,9/25 Foam Street ,ELWOOD VIC 3184,ELWOOD,VIC,3184,Apartment ,23-Feb-22,Another Method,330000,1,1,1,0,buymyplace,-37.8853397,144.9907761,8.274362922
17230,10/18 Normanby Street ,WINDSOR VIC 3181,WINDSOR,VIC,3181,Apartment ,23-Feb-22,Another Method,375000,1,1,1,0,buymyplace,-37.8533849,145.0012485,5.493186987
17558,235 Killingworth Rd ,KILLINGWORTH VIC 3717,KILLINGWORTH,VIC,3717,House,24-Nov-21,private treaty,1340000,3,2,2,0,UNKNOWN,-37.1806764,145.4268756,81.48846975
18681,102/1273 High Street ,MALVERN VIC 3144,MALVERN,VIC,3144,Apartment ,23-Jul-21,Another Method,1100000,2,2,2,0,buymyplace,-37.8576088,145.0350666,7.949468421
19656,42 Gibdon Street ,BURNLEY VIC 3121,BURNLEY,VIC,3121,House,10-Jul-21,auction,1650000,2,2,1,0,Thomson ,-37.829921,145.0105923,4.518691379
21103,15 Cullen Crt ,SPOTSWOOD VIC 3015,SPOTSWOOD,VIC,3015,Townhouse,13-Feb-22,Another Method,850000,2,2,2,0,Property Now,-37.8265155,144.8796813,7.461350193
21940,Penthouse5/431 St Kilda Road ,MELBOURNE 3004 VIC 3004,MELBOURNE 3004,VIC,3004,Apartment ,12-May-18,auction,1417000,3,2,2,0,Biggin & Scott Stonnington,-37.8142176,144.9631608,0.0
22450,144 Dover Street ,CREMORNE VIC 3121,CREMORNE,VIC,3121,Townhouse,10-May-22,private treaty,1450000,3,2,2,0,Kay & Burton South Yarra,-37.8277075,144.9918073,2.930305006
22695,13 Flynn Terrace ,SANDHURST VIC 3977,SANDHURST,VIC,3977,House,24-Mar-22,auction,982500,3,2,2,0,Ray White Patterson Lakes,-38.0803268,145.2052031,36.4258382
24726,21 Waratah Avenue ,GLEN HUNTLY VIC 3163,GLEN HUNTLY,VIC,3163,Townhouse,14-Jul-22,private treaty,1250000,3,2,2,0,Spiro Vasiliadis,-37.8917774,145.0428508,11.10892047
24994,1031-1069 Swan Bay Road ,MANNERIM VIC 3222,MANNERIM,VIC,3222,House,5-Dec-21,private treaty,2675000,3,2,6,1,HF RICHARDSON PROPERTY PTY LTD,-38.219588,144.5915052,55.62120238
25460,838 Troups RD S ,MOUNT COTTRELL VIC 3024,MOUNT COTTRELL,VIC,3024,House,15-Dec-16,private treaty,2800000,3,2,2,1,UNKNOWN,-37.7775512,144.6631998,26.67825405
25704,2 Hastings Street ,PEARCEDALE VIC 3912,PEARCEDALE,VIC,3912,House,11-Dec-21,auction,1180000,4,2,2,1009,OBrien Real Estate Cranbourne,-38.2070289,145.2371911,49.85730488
26392,18 Switchyard Place ,RUBICON VIC 3712,RUBICON,VIC,3712,House,29-Dec-21,private treaty,267000,3,1,0,1116,UNKNOWN,-37.2941826,145.8190999,95.09209123
26502,49 Horwood Drive ,BREAMLEA VIC 3227,BREAMLEA,VIC,3227,House,8-Apr-22,private treaty,1700000,3,2,2,1150,Bellarine Property Pty Ltd,-38.2940801,144.3928522,73.10215895
27175,43 Queens Road ,SORRENTO VIC 3943,SORRENTO,VIC,3943,House,7-Feb-22,Another Method,3150000,4,3,3,1393,buymyplace,-38.3417149,144.7369999,61.92481302
27475,4359 Goulburn Valley Highway ,MOLESWORTH VIC 3718,MOLESWORTH,VIC,3718,House,22-Jan-18,private treaty,320000,3,1,1,1600,Noble Knight Real Estate Pty Ltd,-37.1865592,145.491236,83.93742639
27625,31 Bulla Road ,BULLA VIC 3428,BULLA,VIC,3428,House,30-Apr-22,auction,1115000,4,2,3,1740,Ray White Sunbury Pty Ltd,-37.6371421,144.803827,24.17502732
27635,654 Diggers Road ,WERRIBEE SOUTH VIC 3030,WERRIBEE SOUTH,VIC,3030,House,6-Dec-21,auction,1221000,4,3,2,1754,First National Westwood ,-37.9383186,144.6902292,27.65429317
27798,2312-2320 Portarlington Road ,BELLARINE VIC 3223,BELLARINE,VIC,3223,House,18-Apr-21,private treaty,1420000,3,2,0,10100,RT Edgar Ocean Grove,-38.1280527,144.6257929,45.75637575
27807,251 Potts Road ,SKYE VIC 3977,SKYE,VIC,3977,House,19-Mar-22,auction,2500000,7,4,1,10100,Ray White Frankston,-38.1188095,145.2029838,39.8760414
27903,145 Thompsons Road ,KEILOR NORTH VIC 3036,KEILOR NORTH,VIC,3036,House,19-Aug-21,private treaty,1500000,4,1,6,16000,Nelson Alexander Keilor East,-37.6707746,144.7636616,23.71659333
27936,95C Highfield Drive ,LANGWARRIN SOUTH VIC 3911,LANGWARRIN SOUTH,VIC,3911,House,24-Mar-18,private treaty,1680000,4,3,3,10000,Eview Real Estate - Mornington Peninsula,-38.1948779,145.1931774,46.89513698
27970,610 Hurstbridge - Arthurs Creek Road ,NUTFIELD VIC 3099,NUTFIELD,VIC,3099,House,2-May-22,private treaty,2350000,4,2,8,105200,UNKNOWN,-37.5984731,145.1916213,31.30588321
27977,152 O'Deas Road ,STRATHEWEN VIC 3099,STRATHEWEN,VIC,3099,House,27-Feb-19,private treaty,2200000,4,2,1,1011700,Morrison Kleeman Estate Agents,-37.5425909,145.2739888,40.76230757
28123,105 Curzon Road ,BONEO VIC 3939,BONEO,VIC,3939,House,16-May-15,auction,2200000,4,2,0,125500,Kay & Burton Flinders,-38.4245043,144.9125043,68.02666557
28197,1102. Andersons Road ,SWAN BAY VIC 3225,SWAN BAY,VIC,3225,House,5-Dec-15,private treaty,2400000,2,2,3,133500,RT Edgar Bellarine,-38.1974774,144.6499536,50.70337884
28287,180 Grants Road ,WOODSTOCK VIC 3751,WOODSTOCK,VIC,3751,House,20-Dec-18,private treaty,2105000,4,2,6,145700,Morrison Kleeman Estate Agents,-37.5231334,145.0608537,33.50028341
28379,19 Primes Court ,BALLIANG VIC 3340,BALLIANG,VIC,3340,House,4-Jan-22,private treaty,1020000,4,2,0,157800,Arbee Real Estate,-37.8045126,144.381106,51.16092421
28540,4 Parkville Street ,BURNLEY VIC 3121,BURNLEY,VIC,3121,House,9-Apr-22,private treaty,1355000,3,1,0,162,Belle Property Richmond,-37.8288669,145.0099701,4.423833968
29269,20 Greenpatch Drive ,BANGHOLME VIC 3175,BANGHOLME,VIC,3175,House,5-Feb-22,auction,2800000,6,4,6,2,Hodges Mentone/Chelsea,-38.0428462,145.1664336,31.06060495
29273,101 Wilson Street ,PRINCES HILL VIC 3054,PRINCES HILL,VIC,3054,House,26-Feb-21,auction,2797500,4,3,2,2,UNKNOWN,-37.7838209,144.9667884,3.396019395
29393,501/430 St Kilda Road ,MELBOURNE 3004 VIC 3004,MELBOURNE 3004,VIC,3004,Apartment ,4-Mar-18,private treaty,2335000,4,3,2,2,UNKNOWN,-37.8142176,144.9631608,0.0
29594,7 Birchbank Close ,LYSTERFIELD SOUTH VIC 3156,LYSTERFIELD SOUTH,VIC,3156,House,21-May-22,auction,2024000,4,4,6,2130,Ray White Oakleigh,-37.9570993,145.274155,31.59004535
30024,20 Greenpatch Drive ,BANGHOLME VIC 3175,BANGHOLME,VIC,3175,House,5-Apr-11,private treaty,2270000,6,3,8,20200,Ray White Noble Park,-38.0428462,145.1664336,31.06060495
30025,1180 Somerton Road ,OAKLANDS JUNCTION VIC 3063,OAKLANDS JUNCTION,VIC,3063,House,23-Mar-18,auction,2050000,4,2,3,20200,Brad Teal Woodards Sunbury,-37.6294926,144.8360723,23.39233154
30048,2 Amlyn Court ,KINGLAKE WEST VIC 3757,KINGLAKE WEST,VIC,3757,House,27-Dec-21,auction,1275000,4,3,9,21300,Ray White Bundoora,-37.4751139,145.2486567,45.33128131
30060,49 Serina Road ,FINGAL VIC 3939,FINGAL,VIC,3939,House,11-Dec-21,auction,1870000,3,1,1,22400,UNKNOWN,-38.4134837,144.8374254,67.55837842
30072,37 Moore Court ,CASTELLA VIC 3777,CASTELLA,VIC,3777,House,11-Nov-21,private treaty,1480000,4,2,4,25900,Noble Knight Real Estate Pty Ltd,-37.5042785,145.4196307,52.95381937
30171,6 Burrows Place ,CRAIGIEBURN VIC 3064,CRAIGIEBURN,VIC,3064,House,27-Apr-22,Another Method,491000,3,2,2,202,buymyplace,-37.5716761,144.9169936,27.28215554
31018,589 King Street ,WEST MELBOURNE VIC 3003,WEST MELBOURNE,VIC,3003,Terrace,8-Sep-17,auction,2000000,7,2,1,242,UNKNOWN,-37.8050252,144.9478177,1.69215425
31190,1 Ainsley Road ,THORNHILL PARK VIC 3335,THORNHILL PARK,VIC,3335,House,28-Sep-21,auction,480000,3,2,1,251,Ray White Deer Park,-37.7108122,144.627445,31.68211755
31381,1 Creeds Road ,MURRINDINDI VIC 3717,MURRINDINDI,VIC,3717,House,1-May-21,private treaty,1985000,3,3,2,267100,RT Edgar Yarra Valley,-37.2949623,145.4931021,74.29334403
32312,760 Craigieburn Road ,YUROKE VIC 3063,YUROKE,VIC,3063,House,12-Sep-18,private treaty,1570000,4,1,2,20000,Jason Real Estate Sales PTY LTD,-37.5897767,144.8790177,26.03962059
32640,90 Gatehouse Street ,PARKVILLE VIC 3052,PARKVILLE,VIC,3052,House,24-Feb-18,auction,2875000,3,2,2,3,Jellis Craig Fitzroy,-37.7925717,144.9573813,2.460663935
32789,779 Henley Road ,BEND OF ISLANDS VIC 3097,BEND,VIC,3097,House,30-Nov-21,private treaty,1076000,4,2,0,3634,Jellis Craig Eltham,-37.6988182,145.2744713,30.23652448
32864,25 Heal Street ,CERES VIC 3221,CERES,VIC,3221,House,9-Nov-20,private treaty,2075000,4,2,5,33400,HF RICHARDSON PROPERTY PTY LTD,-38.1716328,144.2733025,72.36923324
32876,410 Robinsons Road ,LANGWARRIN SOUTH VIC 3911,LANGWARRIN SOUTH,VIC,3911,House,16-Nov-19,auction,1750000,4,2,4,38000,UNKNOWN,-38.1775624,145.1651551,44.12310889
33438,8 Amble Way ,WEIR VIEWS VIC 3338,WEIR VIEWS,VIC,3338,House,20-Dec-21,auction,486000,3,2,2,315,Ray White Melton,-37.7373632,144.5746589,35.20962709
33529,115 Hendy Main Road ,GNARWARRE VIC 3221,GNARWARRE,VIC,3221,House,16-Dec-20,private treaty,2260000,3,2,1,320800,HF RICHARDSON PROPERTY PTY LTD,-38.1696975,144.1590974,80.81674237
33827,64 Studley Street ,ABBOTSFORD VIC 3067,ABBOTSFORD,VIC,3067,House,16-Sep-17,auction,1830000,3,2,1,329,Jellis Craig Richmond & Surrounds,-37.8014257,144.9951832,3.153364194
33980,16 Julie Court ,LANGWARRIN VIC 3910,LANGWARRIN,VIC,3910,House,30-Apr-22,auction,620000,3,1,2,335,UNKNOWN,-38.1439109,145.2084568,42.51279152
34028,12 Cobbler Street ,HARKNESS VIC 3337,HARKNESS,VIC,3337,House,22-Mar-21,auction,378000,3,2,2,336,Barry Plant Melton,-37.6562702,144.5706022,38.74387197
34122,499 George Street ,FITZROY VIC 3065,FITZROY,VIC,3065,House,28-Apr-22,auction,1925000,4,2,4,339,Haughton Stotts Real Estate,-37.8017646,144.9813665,2.116204238
34418,3 Isaacs Street ,DEANSIDE VIC 3336,DEANSIDE,VIC,3336,House,20-Jul-22,private treaty,710000,4,2,2,350,UNKNOWN,-37.7249139,144.7046187,24.80779664
34428,44 Annecy Boulevard ,PLUMPTON VIC 3335,PLUMPTON,VIC,3335,House,5-Apr-22,private treaty,656000,3,2,2,350,UNKNOWN,-37.6727808,144.6993618,28.03319271
34608,85 Neill Street ,CARLTON VIC 3053,CARLTON,VIC,3053,House,7-Sep-19,auction,2005000,3,1,2,353,Woodards,-37.794332,144.9714932,2.329938846
34904,316 Gore Street ,FITZROY VIC 3065,FITZROY,VIC,3065,House,23-Oct-20,private treaty,2100000,3,2,1,367,Jellis Craig Fitzroy,-37.8021079,144.9824623,2.165961665
34954,19 Hobson Street ,QUEENSCLIFF VIC 3225,QUEENSCLIFF,VIC,3225,House,20-Jan-22,auction,1275000,3,1,0,369,Kerleys Coastal Real Estate,-38.2661273,144.6585235,56.91076566
35159,137 Bridge Road ,COBBLEBANK VIC 3338,COBBLEBANK,VIC,3338,House,27-Sep-21,auction,493000,4,2,2,375,UNKNOWN,-37.7148295,144.5855284,34.99743797
35201,16 Balston Street ,BALACLAVA VIC 3183,BALACLAVA,VIC,3183,House,21-Dec-21,private treaty,1400000,2,1,1,377,McGrath St Kilda,-37.8677773,144.9980164,6.698145515
35267,57 New Street ,SOUTH KINGSVILLE VIC 3015,SOUTH KINGSVILLE,VIC,3015,House,24-Mar-22,auction,985000,3,2,3,380,Buxton Inner West,-37.8295063,144.8668031,8.635357213
35692,3 Davis Mews ,BARRABOOL VIC 3221,BARRABOOL,VIC,3221,House,29-Jan-16,private treaty,2050000,5,2,2,30000,Ray White Drysdale,-38.1691773,144.2262729,75.7059416
35928,1444 Western Port Highway ,CRANBOURNE SOUTH VIC 3977,CRANBOURNE SOUTH,VIC,3977,House,8-Jan-22,auction,2801000,5,4,8,4,OBrien Real Estate Cranbourne,-38.1267533,145.2297501,41.89178173
36070,1 Cloverdale Lane ,LYSTERFIELD SOUTH VIC 3156,LYSTERFIELD SOUTH,VIC,3156,House,18-Feb-22,private treaty,1820000,4,3,2,4001,Harcourts Rowville,-37.9579866,145.2872369,32.63576203
36144,23 Telford Road ,NARBETHONG VIC 3778,NARBETHONG,VIC,3778,House,25-Feb-20,private treaty,372000,3,1,3,4046,Professionals Marysville,-37.5651915,145.6586988,67.19553752
36148,8 Andrew Court ,TAYLOR BAY VIC 3713,TAYLOR BAY,VIC,3713,House,24-Feb-21,private treaty,1350000,4,3,3,4046,UNKNOWN,-37.1947132,145.8778128,106.1217145
36372,50 Arandt Road ,EXFORD VIC 3338,EXFORD,VIC,3338,House,18-Nov-21,private treaty,1500000,3,2,2,40600,UNKNOWN,-37.7250274,144.5377145,38.700446
36374,2-20 Lings Road ,WALLINGTON VIC 3222,WALLINGTON,VIC,3222,House,17-Mar-22,private treaty,3000000,3,2,2,41700,Lynda White Real Estate,-38.2228766,144.4947911,61.24226734
36648,6 Cerberus Crescent ,WILLIAMSTOWN NORTH VIC 3016,WILLIAMSTOWN NORTH,VIC,3016,House,19-Apr-22,auction,1005000,2,1,2,401,Buxton Inner West,-37.8552175,144.8825965,8.419413961
37012,66B Wright Street ,MCKINNON VIC 3204,MCKINNON,VIC,3204,Townhouse,26-Oct-13,Another Method,1400000,4,3,1,416,Century 21 On Centre,-37.910168,145.030962,12.22099452
37100,50 Lower Paper Mills Road ,FYANSFORD VIC 3218,FYANSFORD,VIC,3218,House,27-May-21,auction,1350000,3,1,4,420,Barry Plant Highton,-38.1464323,144.307362,68.34660337
38246,10 Kerr Street ,KINGSVILLE VIC 3012,KINGSVILLE,VIC,3012,House,14-Dec-21,auction,1525000,4,2,2,463,Buxton Inner West,-37.8109907,144.8733798,7.897558792
38276,36 Walter Street ,WILLIAMSTOWN NORTH VIC 3016,WILLIAMSTOWN NORTH,VIC,3016,House,14-Sep-21,private treaty,1340000,3,2,4,464,Mancini Real Estate ,-37.8531475,144.872187,9.089625961
38291,10 Perry Street ,COLLINGWOOD VIC 3066,COLLINGWOOD,VIC,3066,House,23-Jul-11,auction,1900000,4,2,4,465,Jellis Craig Fitzroy,-37.7998914,144.9853626,2.519136634
38385,20 Gower Street ,KENSINGTON VIC 3031,KENSINGTON,VIC,3031,House,2-Jul-20,private treaty,1540000,4,1,0,470,Oak Park Real Estate Pty Ltd,-37.79497135,144.9287613,3.704353512
38577,58 Bangalore Street ,KENSINGTON VIC 3031,KENSINGTON,VIC,3031,House,15-Feb-20,auction,1950000,3,2,2,479,Jellis Craig Kensington,-37.79411925,144.9239669,4.106370189
38684,31 Newry Street ,WINDSOR VIC 3181,WINDSOR,VIC,3181,House,6-Nov-21,auction,2400000,3,1,2,483,RT Edgar Toorak,-37.8545593,145.000464,5.556414487
38761,18 Lonsdale Street ,SOUTH GEELONG VIC 3220,SOUTH GEELONG,VIC,3220,House,18-Feb-22,private treaty,1310000,4,2,3,487,McGrath Geelong | Newtown,-38.1575237,144.3561006,65.50127662
39011,16 The Fairway ,KINGSBURY VIC 3083,KINGSBURY,VIC,3083,House,7-Jan-22,private treaty,1210000,3,3,2,5,McGrath Box Hill,-37.7129825,145.038226,13.05236407
39060,813/8 Marmion Place ,DOCKLANDS VIC 3008,DOCKLANDS,VIC,3008,Apartment ,30-Nov-21,auction,373000,1,1,1,5,Barry Plant Docklands,-37.8135357,144.9426598,1.803065953
39073,1A Aitken Crescent ,KINGLAKE VIC 3763,KINGLAKE,VIC,3763,House,30-Oct-21,auction,336000,1,1,6,5,UNKNOWN,-37.5327424,145.341131,45.68932214
39208,15 Cooney Circuit ,KALKALLO VIC 3064,KALKALLO,VIC,3064,House,2-Apr-22,auction,841000,6,2,2,5,My Agent Real Estate,-37.5292068,144.9623844,31.70177745
39480,1-7/181 Hotham Street ,RIPPONLEA VIC 3185,RIPPONLEA,VIC,3185,Block of units,26-Sep-18,private treaty,2876000,1,7,5,5,McGrath St Kilda,-37.8758915,144.9952063,7.414981529
39601,11 Cooney Street ,MOOLAP VIC 3224,MOOLAP,VIC,3224,House,4-Jun-22,auction,1340000,4,2,8,5667,Hodges Geelong,-38.1721801,144.4144292,62.44194216
39609,240 Glendale Lane ,TAGGERTY VIC 3714,TAGGERTY,VIC,3714,House,31-Mar-20,private treaty,357000,2,1,0,5777,UNKNOWN,-37.3500728,145.6753804,81.2810453
39652,12 Fenway Street ,STRATHTULLOH VIC 3338,STRATHTULLOH,VIC,3338,House,4-May-22,private treaty,680000,4,2,2,500,Barry Plant Melton,-37.7180518,144.5923033,34.3186628
39712,10/42 Eastbourne Street ,WINDSOR VIC 3181,WINDSOR,VIC,3181,Apartment ,31-May-22,private treaty,335000,1,1,1,501,Ray White Mordialloc,-37.8529026,144.9931877,5.047109496
39824,91 Kerferd Road ,ALBERT PARK VIC 3206,ALBERT PARK,VIC,3206,House,16-Jun-17,private treaty,5250000,6,2,3,505,Marshall White Port Phillip,-37.84556835,144.9560878,3.542069547
39905,6 Fintona Crescent ,CRANBOURNE WEST VIC 3977,CRANBOURNE WEST,VIC,3977,House,28-Apr-22,auction,1156000,4,2,2,508,Buxton Real Estate Dingley Village,-38.1080884,145.2400645,40.72025915
39983,450 Queensberry Street ,NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,VIC,3051,House,18-Aug-16,auction,3500000,5,2,1,511,Jellis Craig Kensington,-37.80324283,144.9526984,1.528232134
40139,15 Grammar Avenue ,DONNYBROOK VIC 3064,DONNYBROOK,VIC,3064,House,15-Apr-22,private treaty,825000,4,3,2,512,UNKNOWN,-37.5395774,144.9985456,30.70660097
40176,227 - 229 Cecil Street ,SOUTH MELBOURNE VIC 3205,SOUTH MELBOURNE,VIC,3205,House,27-Feb-16,auction,3970000,5,2,4,513,Jellis Craig Port Phillip,-37.8327027,144.9577114,2.111104921
40210,68 Manningham Street ,PARKVILLE VIC 3052,PARKVILLE,VIC,3052,House,14-Jan-20,private treaty,1690000,5,2,1,515,Jellis Craig Fitzroy,-37.7876562,144.9422821,3.477894843
40328,3-5 Dundas Lane ,ALBERT PARK VIC 3206,ALBERT PARK,VIC,3206,House,19-Feb-22,auction,5875000,4,3,2,520,Cayzer Real Estate Albert Park,-37.8417124,144.9568828,3.107580947
41184,92 Olivine Boulevard ,DONNYBROOK VIC 3064,DONNYBROOK,VIC,3064,House,12-Mar-22,auction,812000,5,3,2,536,Bombay Real Estate Pty Ltd,-37.5431344,144.9960874,30.29154349
41225,45 Waters Drive ,SEAHOLME VIC 3018,SEAHOLME,VIC,3018,House,15-Oct-21,auction,1209500,4,2,2,536,Barlow McEwan Tribe Altona,-37.8590695,144.8469674,11.36099826
41530,39 Tattler Street ,CARRUM DOWNS VIC 3201,CARRUM DOWNS,VIC,3201,House,26-Mar-22,auction,732500,3,1,2,541,Ray White Frankston,-38.1036698,145.1890488,37.80221023
42064,149 Canterbury Road ,MIDDLE PARK VIC 3206,MIDDLE PARK,VIC,3206,House,31-Oct-18,private treaty,4930000,4,3,2,553,Cayzer Real Estate Albert Park,-37.8525868,144.9682651,4.291291654
42156,5 Ashwell Avenue ,WILLIAMS LANDING VIC 3027,WILLIAMS LANDING,VIC,3027,House,13-Nov-21,auction,1080000,5,3,2,555,UNKNOWN,-37.8641457,144.7330159,20.96532734
42323,23 Myuna Drive ,KINGS PARK VIC 3021,KINGS PARK,VIC,3021,House,9-May-22,auction,635000,3,2,2,557,UNKNOWN,-37.7363837,144.7798851,18.29176533
42375,30 Tadstan Drive ,TULLAMARINE VIC 3043,TULLAMARINE,VIC,3043,House,20-Apr-22,private treaty,850000,3,2,2,558,HPG ESTATE AGENTS,-37.6951337,144.8780146,15.21571558
42399,4 Keith Street ,COBURG VIC 3058,COBURG,VIC,3058,House,4-Feb-22,Another Method,1630000,5,2,4,558,Property Now,-37.7415044,144.9756221,8.161737378
42459,6 Clifton Street ,CLIFTON HILL VIC 3068,CLIFTON HILL,VIC,3068,House,13-Oct-15,auction,2295000,5,2,2,560,Jellis Craig Fitzroy,-37.7869683,145.0048511,4.755213928
42746,36-38 Hotham Street ,EAST MELBOURNE VIC 3002,EAST MELBOURNE,VIC,3002,House,4-Jun-16,auction,5100000,4,2,4,565,Caine Real Estate,-37.8140996,144.9847057,1.893238103
42882,263 Glenlyon Road ,FITZROY NORTH VIC 3068,FITZROY NORTH,VIC,3068,House,29-Mar-22,auction,1800000,4,3,2,568,Raine & Horne Brunswick,-37.77352795,144.9811888,4.79528162
43001,18 Myrtle Drive ,MAIDSTONE VIC 3012,MAIDSTONE,VIC,3012,House,14-Dec-19,private treaty,1580000,6,4,2,570,Harcourts West Realty,-37.7747861,144.8730213,9.055830624
43299,38 Higgins Street ,FRASER RISE VIC 3336,FRASER RISE,VIC,3336,House,25-Jun-22,auction,1258000,4,2,2,576,Andrew Koulaouzos,-37.7064849,144.7272072,23.96052766
43322,11 Tetbury Avenue ,WEIR VIEWS VIC 3338,WEIR VIEWS,VIC,3338,House,2-Apr-22,private treaty,710000,4,2,2,576,UNKNOWN,-37.7310394,144.5697335,35.80655614
43351,10 Lincolnshire Drive ,THORNHILL PARK VIC 3335,THORNHILL PARK,VIC,3335,House,28-May-22,private treaty,825000,5,2,2,577,YPA Estate Agents Melton,-37.7077251,144.6207528,32.35585337
43415,2 Hatty Court ,CAMPBELLFIELD VIC 3061,CAMPBELLFIELD,VIC,3061,House,6-May-22,auction,540000,3,1,2,578,HockingStuart Reservoir,-37.6734817,144.9718192,15.67254419
43475,8 Westcott Parade ,ROCKBANK VIC 3335,ROCKBANK,VIC,3335,House,29-Mar-21,auction,410000,3,1,1,579,Barry Plant Melton,-37.7286829,144.653188,28.86654972
43668,918 Drummond Street ,CARLTON NORTH VIC 3054,CARLTON NORTH,VIC,3054,House,15-Mar-21,private treaty,3400000,3,1,2,581,Nelson Alexander | Carlton,-37.7825113,144.9715613,3.6031435
43687,6 HITCHCOCK STREET ,BREAKWATER VIC 3219,BREAKWATER,VIC,3219,House,8-Dec-20,auction,434000,3,1,1,581,Real Estate Geelong Pty Ltd,-38.1779174,144.3782652,65.30717612
43706,36 Kilberry Crescent ,HALLAM VIC 3803,HALLAM,VIC,3803,House,12-Mar-22,auction,880500,4,2,2,581,UNKNOWN,-37.998727,145.2670778,33.6541772
44677,31 Collier Court ,STRATHMORE HEIGHTS VIC 3041,STRATHMORE HEIGHTS,VIC,3041,House,2-Feb-22,private treaty,930000,3,2,2,592,Nelson Alexander Essendon,-37.71153535,144.8900346,13.10703063
44740,11 Lime Street ,WHITTLESEA VIC 3757,WHITTLESEA,VIC,3757,House,29-Jan-21,auction,402500,4,1,2,593,Ray White Diamond Creek,-37.5133672,145.1189487,36.16586019
44784,65 Garnett Street ,HUNTINGDALE VIC 3166,HUNTINGDALE,VIC,3166,House,5-Feb-22,private treaty,1150000,3,1,3,594,Buxton Oakleigh,-37.9040841,145.1088379,16.23516899
44868,33 Hawksburn Road ,SOUTH YARRA VIC 3141,SOUTH YARRA,VIC,3141,House,15-Oct-16,auction,5400000,4,2,2,596,Kay & Burton South Yarra,-37.8424197,145.0017659,4.61990892
45292,30 Nicholas Grove ,HEATHERTON VIC 3202,HEATHERTON,VIC,3202,House,19-Jul-22,auction,910000,3,2,2,6,UNKNOWN,-37.9535241,145.0877371,18.96579303
45428,38-40 Mooltan Street ,TRAVANCORE VIC 3032,TRAVANCORE,VIC,3032,House,10-Sep-21,private treaty,2725000,5,2,3,6,Jellis Craig Kensington,-37.7806018,144.9368101,4.398253423
45544,12 Delatite Court ,YALLAMBIE VIC 3085,YALLAMBIE,VIC,3085,House,3-Dec-21,private treaty,1485000,4,3,3,6,Nelson Alexander Ivanhoe,-37.7196126,145.0996529,15.96143045
45841,29 Sandstone Island Circle ,BITTERN VIC 3918,BITTERN,VIC,3918,House,22-May-21,auction,2100000,4,2,8,6070,McEwing Partners,-38.3251883,145.1762967,59.82109751
45877,25 Lesley Avenue ,POINT LEO VIC 3916,POINT LEO,VIC,3916,House,1-May-14,auction,1905000,5,3,2,6982,Kay & Burton Flinders,-38.4195861,145.0736123,68.02521335
